rating,review_text,steming_data
1,"Mohon maaf sebelumnya, izin saya mau memasukkan alamat untuk membuat akun tetapi saat menulis terdouble2 sehingga tulisan tidak jelas, mohon diperbaiki untuk kebutuhan administrasi permohonan nikah, terima kasih🙏",mohon maaf izin masuk alamat akun tulis terdouble tulis mohon baik butuh administrasi mohon nikah terima kasih
1,aplikasi jelek banget,aplikasi jelek banget
1,"kenapa tidak bisa di buka apk ini sudah pakek hp yg lebih tinggi penyimpananx tetap tidak bisa, bagamana mau selesai verval KLO seperti ini terus apkx",buka apk pakai hp penyimpananx bagamana selesai verval apkx
1,saya tidak bisa buka aplikasi siga mobale,buka aplikasi siga mobale
2,ini gimana ya? dari tadi aplikasi nya gabisa dibuka terus!,ya aplikasi ya buka
1,Tolong perbaiki aplikasinya burik,tolong baik aplikasi burik
1,aplikasi tidak bisa digunakan,aplikasi
1,"ga bisa dibuka sama sekali, dibenerin dulu dong",buka dibenerin
1,tidak bisa dibukak,dibukak
1,aplikasi tabolak balik,aplikasi tabolak
1,sering force close,force close
1,"mohon maaf dulu sebelum hp saya rusak saya bisa buka aplikasinya ,tapi stelah hp saya bagus lagi saya tidak bisa membukanya cuma bisa mendownload saja,,knapa yaa,,??saya jadi ga bisa melanjutkan verval dan elsimil yg stiap bulan saya kerjakan,,tolong minta solusinya agar aplikasinya bisa saya buka kembali 🙏🙏🙏🙏",mohon maaf hp rusak buka aplikasi hp bagus buka mendownload sajaknapa yaasaya lanjut verval elsimil kerjakantolong solusi aplikasi buka
1,"sdh download app siga mobile, tapi begitu masuk selalu terpental, jadi gagal terus ,tolong perbaiki ya biar vepwt bisa kerja",download app siga mobile masuk pental gagal tolong baik ya biar vepwt kerja
1,buat download sertifikat ndak bisaaa trus,download sertifikat indak
1,kenapa Tidka bisa masuk aplikasi trus ..pdhal ini waktu sudah mepet buat syarat nikah,tidka masuk aplikasi mepet syarat nikah
1,tidak bisa masuk 👎,masuk
2,sangat mengecewakan aplikasi siga sekarang nggak bisa di buka sama sekali,kecewa aplikasi siga buka
1,kenaplikasinya gak bisa login,kenaplikasinya login
1,"sudah di tunggu 1 hari tapi data tidak bisa di unduh karna status masih menunggu verifikasi. sudah di cek data takutnya salah tpi tetap menunggu verifikasi, ini apk nya gimna yaa",tunggu data unduh status tunggu verifikasi cek data takut salah tunggu verifikasi apk ya ya
2,"tolong yaa segera perbaiki apk ini, gmn sy mau ngonline atuh kalo pas apk nya dibuka langsung keluar terus, TOLONG SEGERA PERBAIKI YA! ☺️🙏🏻",tolong ya baik apk ngonline atuh pas apk ya buka langsung tolong baik ya
1,gak bisa di buka ..padahal email... pasword dah masuk ..tapi pas mau loading malah keluar dari aplikasi ....maaf bintang cabut 2 ..karena gak bisa di gunakan ..padahal ini tugas yang sedang di buru buru,buka email pasword masuk pas loading aplikasi maaf bintang cabut tugas buru buru
1,aplikasi eror terus sudah 3 hari gimana mau daftar dan syarat harus memakai sertifikat apk ini mohon masukannya,aplikasi eror daftar syarat pakai sertifikat apk mohon masuk
1,gc bisa di buka,gc buka
1,ggal terus pas download file ny,ggal pas download file nya
1,"aplikasimu di benerin dlu, mau masukin alamat kok error, dikit² aplikasi, proyek mulu, sampe yg mau nikah di ribetin, di sumpahin orang banyak lu",aplikasi benerin pasuk alamat error dikit aplikasi proyek mulu nikah ribetin sumpahin orang
1,kalo buka aplikasi selalu keluar sendiri,buka aplikasi
1,aplikasih sampah gak bisa di bukak,aplikasih sampah buka
1,aplikasi bgmn ni di buka Kemabli lagi.. TPK tar bisa bainput,aplikasi nih buka kemabli tpk entar bainput
1,apk ngk nisa di buka,apk nisa buka
1,siga mobile jadi g bisa kerja pas d apdet mental terus jdi cuman kasih bintang 1 aja,siga mobile kerja pas apdet mental cuman kasih bintang
1,aplikasi burikkk,aplikasi burikkk
1,"tolong di perbaik i lagi dong. masa mau login setelah itu keluar"" sendirii truss. di buka kembali juga keluar"" trusss!!",tolong baik i login truss buka
1,keluar masuk terus,masuk
1,ga niat bikin aplikasi. bikin susah orang aja,niat bikin aplikasi bikin susah orang
1,tugas bnyk tp aplikasi mental terus gimana mau kerja KLO begini....,tugas aplikasi mental kerja
1,aplikasi tidak bisa di buka tiba2 keluar sendiri,aplikasi buka
2,aplikasinya eror terus...,aplikasi eror
1,aplikasi tidak bisa digunakan. selalu keluar sendiri,aplikasi
2,kenapaa tidakk bisa masukk aplikasi ini,tidakk masukk aplikasi
1,"ini gimana aplikasinya kok kayak belum siap gini, banyak kendala. dan hari ini juga saya mau download sertifikat nya malah gagal terus. mohon bantuan nya segera.",aplikasi kayak kendala download sertifikat ya gagal mohon bantu ya
1,ga bisa login,login
1,assalamualaikum bapak dan ibuk kok siga tidak bs di buka,assalamualaikum ibuk siga buka
1,"Ini aplikasinya rusak atau gmn? Padahal hp bagus,ram 8, penyimpanan masih kosong tp ga bisa dibuka. Tolong kasi solusi atau minimal bantuin jelasin APK nya kenapa?",aplikasi rusak hp bagusram simpan kosong buka tolong kasih solusi minimal bantuin jelasin apk ya
1,"tidak bisa di buka di hp Vivo y20, masih bagus yg dulu, mohon diperbaiki",buka hp vivo ya bagus mohon baik
1,gak bisa di buka aplikasinya woi admin,buka aplikasi woi admin
1,nge lag,nge lag
1,aplikasi tdk dapat di buka,aplikasi buka
2,gagal memakai aplikasi..saat mau digunakan balik lg..ditekan balik lg.bagaimana ini saya tidak bisa bekerja aplikasinya mental terus saat dibuka.tolong diperhatikan.,gagal pakai aplikasisaat lgditekan lgbagaimana aplikasi mental dibukatolong perhati
1,tolong dong aplikasinya sangat tidak membantu. sudah coba instal tetep saja tidak bisa masuk aplikasi selalu di tolak,tolong aplikasi bantu coba instal masuk aplikasi tolak
1,jeleeeeek gk bisa di buka Sama sekali,jeleeeeek buka
2,"bintangnya saya kurangi krna aplikasinya TDK bisa terbuka pas sudah dowload, berapa kali di ulang tetap TDK bisa, padahal masih cukup penyimpanannya",bintang kurang aplikasi buka pas dowload kali ulang simpan
1,tugas numpuk bug banyak,tugas numpuk bug
1,"padahl ini penting buat persyaratan nigkah untuk loging susah , setelah masuk gk bisanerusin perta nyaan ya.. ahir nya baru bisa setelah minta bantuan yg ahli nya..",syarat nigkah loging susah masuk bisanerusin perta nyaan ya ahir ya bantu ahli ya
1,"aplikasi sellu force close, hapus aja dari playstore gak guna jing",aplikasi sellu force close hapus playstore anjing
1,"keluar terus gak bisa digunakan, tolong perbaiki",tolong baik
2,"gagguan melulu, mental terus, sedangkan data harus cepet di bereskan bingung jadinya",gagguan melulu mental data cepat beres bingung
2,"bintangnya saya cabut 3...aplikasi tidak pernah beres loading gagal, sebentar sebentar pembaruan,menyimpan tidak bisa...TPK gimana mau kerja kalau aplikasi begini",bintang cabut aplikasi beres loading gagal sebentar sebentar pembaruanmenyimpan bisatpk kerja aplikasi
2,ngak mau di bukak apk nay,buka apk nay
2,mohon perbaiki lagi aplikasinya,mohon baik aplikasi
1,"ini gimana aplikasinya,, dibuka kok gak bisa terus pdahal udh dicoba beberapa kali,, mau download sertifikat catin gimana ini coba",aplikasi buka coba kali download sertifikat catin coba
1,"tolong informasikan nya setiap aplikasi siga mobile di tekan selalu kembali kelayar utama ,sudah berulang kali di install",tolong informasi ya aplikasi siga mobile tekan layar utama ulang kali install
1,"ko aneh ya aplikasi nya sudah masuk tapi kluar dngan sendirinya terus, apah emng eror yy",aneh ya aplikasi ya masuk eror yy
1,bisa y saya klu ada pendataan selalu lancar baru kali ini dari jam9 pagi sampai sekarang g bisa juga,ya data lancar kali jam pagi
1,"aplikasi tdk bisa di buka, biar saya hapus dan di instal lagi ttp tdk bisa masuk",aplikasi buka biar hapus instal masuk
1,"maaf cabut kmbli bintangnya, dikasi bintang lima, tpi tdk sesuai dg kinerja aplikasinya, udh login tiba2 keluar sndiri, bgitu sj wlaupun dicoba berkali kali",maaf cabut kmbli bintang kasi bintang sesuai kerja aplikasi login coba kali kali
1,di buka aja gak bisa.,buka
1,kenapa sih susah bngt masuknya mental trs bolak balik aj..gmn mau ngerjain tugas TPK nya..tolong di perbaiki lg..,sih susah banget masuk mental bolak ajgmn ngerjain tugas tpk nyatolong baik
1,"katanya suruh uninstall & install kembali aplikasinya,,karena saat digunakan selalu terpental / tdk bisa masuk tolong perbaiki aplikasinya",suruh uninstall install aplikasinyakarena pental masuk tolong baik aplikasi
1,aplikasi susah mental terus untuk pendataan Tpk,aplikasi susah mental data tpk
1,"app nya sangat parah, tolong buat pengembang di perbaiki bug di app nya. karna kasihan yg harus mengurus data khusus nya orang² TPK sangat tidak nyaman dan bikin jengkel. kalau app nya blm sepenuh nya bisa berfungsi di semua smartphone android jangan dulu di publikasikan. tolong pengembang di betulin bug nya.",app ya parah tolong kembang baik bug app ya kasihan urus data khusus ya orang tpk nyaman bikin jengkel app ya sepenuh ya fungsi smartphone android publikasi tolong kembang betulin bug ya
1,kecewa banget masak mau buka aplikasinya langsung terpental gmna mau nyelesein tugas kalo gini,kecewa banget masak buka aplikasi langsung pental nyelesein tugas
1,"aplikasinya tidak baik, bgmn TPk bekrja klau maunmsuk aplikasi saja, susah.lolet",aplikasi tpk bekrja maunmsuk aplikasi susahlolet
1,"apk kek gini selalu susah diakses, bego",apk kayak susah akses bego
1,gk bisa masuk loading sekali,masuk loading
1,"ngebug terus, dikerjar untuk verval tp aplikasinya saja tidak mumpuni",ngebug dikerjar verval aplikasi mumpuni
1,bagaimana mau nginput TPK setiap kali log in pasti selalu keluar,nginput tpk kali log
1,aplikasi terus terhenti? sistem bobrok!,aplikasi henti sistem bobrok
1,"bagaimana mau kerja siga mobile di buka saja kembali ke awal, verval kami TDK bisa di lanjutkan, kami TDK bisa kerja, mohon aplikasi ini di perbaiki bukannya malah hp kami yg di salahkan padahal aplikasi yg penting SDH kami buang semua demi siga",kerja siga mobile buka verval lanjut kerja mohon aplikasi baik hp salah aplikasi buang siga
1,TIDAK BISA DIBUKA,buka
1,awal log in lancar tapi semakin kesini gagal trus mohon diperbaiki!!!,log lancar kesini gagal mohon baik
2,setiap mau masuk terpental terus kenapa ya,masuk pental ya
1,gimana ini tdk bisa dibuka,buka
2,gimna tpk mau kerja kekgini Masu aku aja susah aplikasi nya,tpk kerja masu susah aplikasi ya
1,"apalah ini ,kekmana mau dipake mental terus, udah lebih dari seminggu gabisa di buka mau di pakai gimana?",apa kekmana pakai mental minggu buka pakai
1,"Aplikasi yang sangat tidak efektif digunakan. untuk masuk dan perubahan data saja susah. apalagi untuk meninjau hasil. dan pengunduhan sertifikat catin sangat tidak jelas. Karena harus memperbarui data pasangan, sedangkan untuk masuk dan mengubah data saja tidak bisa. aplikasi tolol!",aplikasi efektif masuk ubah data susah tinjau hasil unduh sertifikat catin baru data pasang masuk ubah data aplikasi tolol
2,saya udah di kejar kejar waktu buat kerjain..tapi gimana mau ngerjain aplikasi nya aja ngak bisa di buka terus tolong lahh apa harus beli hp baru dulu baru bisa di buka,kejar kejar kerjaintapi ngerjain aplikasi ya buka tolong beli hp buka
1,"terpaksa aplikasinya saya uninstal tadinya lancar kerjanya tp skrng susah g bisa d buka,knapa yya jd terganggu g bisa kerja",paksa aplikasi uninstal lancar kerja susah bukaknapa ya ganggu kerja
2,"buat ngerefres gak bisa ,tetap aja sama yg keluar namanya.padahal kan balita udah diverval semua TPI pas buka elsimil ada yg gak muncul",ngerefres namanyapadahal balita diverval pas buka elsimil muncul
1,"tolong diperbaiki lagi,baru masuk aplikasi aja udah mental ga bisa di buka sama sekali gimana mau ngisi haduh",tolong baik lagibaru masuk aplikasi mental buka ngisi aduh
1,"tolong cepat perbaiki app secepatnya, aplikasi yang sangat buruk",tolong cepat baik app cepat aplikasi buruk
1,gak bisa di buka,buka
1,ngga bisa kebuka..Percuma ada jga,kebukapercuma
1,aplikasi nya gak bisa di buka,aplikasi ya buka
1,"berkali kali masuk apk, log out terus padahal sudah menghapus apk yg tdk terpakai, tp masih log out trus",kali kali masuk apk log out hapus apk pakai log out
1,tolong segera perbaiki lah ya.baru daftar akun mau login sukanya keluar sendiri,tolong baik yabaru daftar akun login suka
1,susah masuk ih ngeselin,susah masuk ih kesal
1,tolong aplikasi eror terus tdk bisa di pakai,tolong aplikasi eror pakai
2,"gagal terus loginnya, bintang saya hapus jadi dua maaf aja, gimana mau selesai in verval kalau tdak bisa masuk aplikasi",gagal loginnya bintang hapus maaf selesai verval masuk aplikasi
1,"Aplikasinya gak bisa jalan, padahal sudah diinstall di beberapa hp yang berbeda",aplikasi jalan diinstall hp beda
1,banyak bug nya.,bug ya
1,setelah di update yang terbaru kok ngebleng ngak bisa masuk aplikasi ya kak,update baru ngebleng masuk aplikasi ya kak
1,tidak bisa di buka selalur keluar sendiri mentok di logo,buka selalur mentok logo
1,"maaf sebelumnya,, Siga mobile sampai saat ini bikin pusing,,,loadingnya cuman muter muter doang,,,Lalod🙏🏻",maaf siga mobile bikin pusingloadingnya cuman muter muter doanglalod
1,tidak bisa masuk ke aplikasi,masuk aplikasi
1,"siga verval macet,gk bisa dibuka,,skalinya bisa diisi pasword langsung kembali keawal lg,g bisa dibuka terus..harusnya segera diperbaiki sistemnya..tugas tpk bnyk ,,ngerjain nya gmn??😭🙏",siga verval macetgk dibukaskalinya isi pasword langsung awal lgg buka terusharusnya baik sistemnyatugas tpk ngerjain ya
1,aplikasi nya sangat jelek tolong donk di perbaiki biar kami bisa nyaman bekerja selalu tidak bisa masuk /error'😭,aplikasi ya jelek tolong baik biar nyaman masuk error
1,aplikasi Burukkkk tdk bisa buat update data,aplikasi burukkkk update data
1,tolong ini gimana aplikasi aduhhhhh... ribet jadi nya,tolong aplikasi aduhhhhh ribet ya
1,"keluar sendiri mulu, sangat mempersulit proses mandiri.",mulu sulit proses mandiri
1,knapa gagal trus buka aplikasi ini,knapa gagal buka aplikasi
1,"kok klo sy buka aplikasi ini ga bsa ya... selalu mental terus. pada hal sy ada tugas verval bersama team sy ,tpi ga bsa bsa.bagai mana solusinya,susah sekali di gunakan aplikasi ini...apakah hanya di hp sy aja yg tdk bsa...",buka aplikasi ya mental tugas verval team bsabagai solusinyasusah aplikasi iniapakah hp
1,"tidak bisa dibuka , ini bagaimana mau ngurus. ?? maregi",buka urus maregi
1,tolonglah balik balik aja nie gak bisa di buka,tolong buka
2,gak bisa bukak di hp saya. mungkin karna tipe hp rendah,buka hp tipe hp rendah
1,bikin aplikasi yang bener lah,bikin aplikasi
2,suruh ngisi tp gak bisa belum aj login udah keluar kebuka aja belum jugaaa gak jelas 🙆,suruh ngisi login buka
1,tolong dong untuk tim pengembang aplikasi ini klu bisa aplikasinya di buat seringan mungkin kasihan pengurus BPKBD di desa harus ganti Hp android versi yg lebih tinggi agar bisa mask di aplikasi ini . kalian perlu tau gaji mereka tidak seberapa tdk sebanding dengan data yg di mintakan di aplikasi,tolong tim kembang aplikasi aplikasi sering kasihan urus bpkbd desa ganti hp android versi mask aplikasi tau gaji banding data minta aplikasi
1,"apk tidak bisa diakses ,mau masuk selalu terpental tidak bisa masuk. dan jika mau masuk selalu loding lama.",apk akses masuk pental masuk masuk loding
1,"aplikasinya jelek bgt ya Allah, udh daftar bagian mau log in mental teruss padahal signal aman",aplikasi jelek banget ya allah daftar log mental signal aman
1,aplikasi bisa didownload tapi tiba di buka gk bisa.. diulang gitu terus.. bikin kesel..,aplikasi didownload buka ulang bikin kesel
1,tidak bisa dibuka di Vivo 1935,buka vivo
1,setelah di update malah jadi susah masuk,update susah masuk
1,"aplikasi tidak bisa dibuka sama sekali ,setiap masuk aplikasi selalu terpental",aplikasi buka masuk aplikasi pental
1,tolong diperbaiki aplikasinya. di hp saya pas buka aplikasi keluar sendiri. udh di coba berkali kali tetap aja begitu,tolong baik aplikasi hp pas buka aplikasi coba kali kali
1,"gimana ini , saat masuk aplikasi ini selalu terpental keluar/ tidak bisa di gunakan, bagaimana bisa melakukan pendampingan",masuk aplikasi pental damping
1,kasih 1 bintang dulu ya,kasih bintang ya
1,"izin bertanya, kenapa yah aplikasi siga ini sudah diinstall tapi ga bisa dibuka.. padahal kapasitas penyimpanan di hp masih banyak ruang. gimana solusinya?",izin ya aplikasi siga diinstall buka kapasitas simpan hp ruang solusi
1,sampe sekarang masih force close untuk android 14,force close android
1,"maaf aku kasih bintang 1,karena siga mobile ini susa masuk nya..! aplikasi nya kembali trus..",maaf kasih bintang siga mobile susa masuk ya aplikasi ya
1,"ini gimana mau masuk, setiap mau buka aplikasi nya keluar terus",masuk buka aplikasi ya
1,siga mobile kenapa sih gabisa dibuka selalu mental terus,siga mobile sih buka mental
1,repot,repot
1,susah masuk loading aja,susah masuk loading
1,aplikasi gak guna,aplikasi
1,Tidak bagus,bagus
1,eror,eror
2,"setelah di update aplikasi tidak bisa di buka,",update aplikasi buka
1,tidak bisa dipakai. forced close terus,pakai forced close
1,eror,eror
1,Ngebug gabisa masuk,ngebug masuk
1,"apk bapuk...daftar susah,,giliran login apk nya DC...minimal kalo mau di pake untuk syarat nikah di benahi dong apknya",apk bapukdaftar susahgiliran login apk ya dcminimal pakai syarat nikah benah apknya
